user_id,is_gone
785,0
790,0
791,0
793,1
795,1
797,1
798,1
799,1
802,1
803,1
808,1
809,0
811,0
812,0
815,1
816,1
819,1
822,0
823,1
824,0
825,1
826,1
827,0
828,0
830,1
831,0
833,1
834,1
836,1
838,1
839,1
840,1
841,1
847,1
849,1
851,1
852,1
853,1
854,0
856,1
863,0
865,1
866,1
867,1
868,1
871,1
873,1
875,1
876,1
883,1
888,1
890,1
892,1
893,1
899,0
902,0
903,0
906,1
908,1
909,0
910,0
911,0
915,0
919,1
921,1
922,1
927,0
928,1
931,0
934,1
938,1
939,1
940,0
942,1
943,1
944,1
947,1
948,1
949,1
954,0
956,0
958,1
963,0
965,1
968,1
969,1
975,1
978,1
981,1
983,1
984,1
985,1
986,1
989,0
990,1
991,1
994,1
995,1
996,1
998,1
1000,1
1001,1
1004,1
1009,1
1011,1
1013,0
1015,1
1018,1
1020,1
1024,1
1026,1
1027,0
1028,0
1029,1
1031,1
1032,1
1033,1
1034,1
1036,1
1038,1
1046,0
1047,1
1048,1
1058,0
1064,1
1065,1
1066,1
1067,0
1074,0
1075,1
1076,0
1077,1
1078,0
1080,1
1081,1
1082,1
1088,0
1089,1
1090,1
1091,1
1093,1
1096,1
1103,1
1104,1
1105,1
1107,0
1110,1
1111,1
1112,1
1113,1
1121,1
1122,1
1123,1
1126,1
1128,0
1130,1
1139,0
1140,1
1142,1
1144,1
1146,1
1148,0
1150,1
1151,0
1155,0
1160,1
1161,0
1162,1
1163,1
1165,1
1167,0
1168,1
1169,1
1172,0
1173,0
1174,1
1178,0
1179,1
1183,1
1184,1
1185,1
1186,1
1188,0
1189,0
1190,1
1193,1
1194,1
1196,1
1199,1
1201,1
1206,1
1207,1
1208,1
1210,1
1213,1
1215,0
1218,0
1221,1
1222,1
1224,1
1227,1
1231,1
1234,1
1235,1
1236,1
1239,1
1247,1
1248,0
1249,1
1258,0
1260,1
1261,1
1264,1
1270,1
1272,1
1277,1
1278,1
1281,1
1282,1
1284,1
1290,1
1295,1
1297,1
1300,1
1301,1
1304,1
1305,1
1310,1
1312,0
1315,1
1316,1
1318,0
1321,1
1324,1
1326,1
1327,1
1328,1
1329,0
1330,1
1331,1
1337,1
1342,1
1343,1
1344,1
1351,1
1352,1
1355,1
1361,0
1363,1
1368,1
1376,1
1380,1
1382,1
1386,1
1389,1
1391,1
1393,1
1394,1
1396,1
1398,1
1401,1
1404,1
1406,1
1408,1
1409,0
1415,1
1418,1
1422,1
1423,1
1424,1
1430,1
1433,1
1446,1
1447,0
1448,1
1451,1
1456,1
1467,1
1468,0
1470,1
1473,0
1474,1
1475,1
1479,1
1480,1
1481,1
1483,1
1484,1
1487,1
1493,1
1495,1
1496,1
1497,1
1498,0
1499,1
1503,1
1509,1
1511,1
1513,1
1516,1
1517,1
1518,0
1519,1
1531,1
1533,1
1534,0
1535,1
1538,1
1539,1
1542,1
1546,0
1547,0
1548,1
1552,1
1553,0
1557,0
1558,1
1560,1
1561,0
1562,0
1568,1
1569,1
1573,1
1574,1
1575,1
1576,1
1579,0
1583,1
1585,1
1588,1
1591,1
1594,0
1599,1
1601,0
1602,1
1604,0
1606,1
1612,1
1614,0
1618,0
1622,1
1625,1
1628,1
1629,1
1632,1
1633,0
1635,1
1643,1
1645,1
1649,0
1652,1
1653,1
1661,1
1668,1
1669,1
1670,1
1672,1
1675,1
1676,1
1679,1
1683,1
1688,1
1691,1
1696,1
1700,1
1702,0
1703,1
1708,1
1711,1
1714,1
1715,0
1722,1
1723,1
1727,1
1732,1
1735,1
1736,0
1737,1
1738,0
1742,0
1743,1
1744,1
1749,1
1750,1
1752,0
1753,1
1758,1
1761,1
1762,1
1770,0
1773,1
1778,1
1780,1
1784,1
1790,1
1791,1
1792,1
1795,1
1798,1
1799,0
1801,1
1802,0
1806,1
1807,0
1808,1
1811,0
1812,1
1813,1
1815,1
1819,1
1820,1
1826,1
1827,1
1828,1
1829,1
1834,1
1838,1
1843,0
1845,1
1846,0
1847,0
1851,1
1852,0
1853,0
1854,1
1856,1
1857,0
1859,1
1863,1
1867,0
1869,1
1870,1
1871,1
1875,1
1877,1
1878,1
1879,1
1884,0
1885,1
1886,0
1890,1
1894,1
1902,1
1904,1
1910,1
1912,1
1913,0
1914,0
1916,1
1919,1
1921,1
1926,1
1927,1
1928,1
1932,1
1936,1
1937,1
1938,1
1941,1
1944,1
1945,1
1948,0
1949,1
1950,1
1976,1
1977,1
1978,1
1979,1
1983,1
1986,0
1991,1
1997,1
2002,1
2003,1
2007,1
2008,1
2009,1
2010,1
2011,1
2022,0
2025,1
2027,1
2029,1
2030,1
2031,1
2035,0
2038,1
2040,1
2043,1
2047,1
2048,1
2049,1
2050,1
2054,0
2056,0
2058,1
2078,0
2080,1
2081,1
2087,1
2094,1
2098,0
2102,1
2104,1
2108,1
2112,1
2115,1
2116,1
2119,1
2121,1
2124,0
2125,1
2129,1
2130,1
2131,1
2133,1
2134,0
2136,1
2137,1
2141,1
2144,1
2147,1
2154,1
2156,1
2157,1
2159,1
2162,1
2163,1
2166,1
2173,1
2175,1
2176,1
2177,1
2178,1
2181,1
2182,0
2184,0
2186,1
2189,1
2191,1
2193,1
2194,1
2195,0
2197,0
2198,1
2210,0
2211,1
2212,1
2215,1
2219,1
2221,0
2226,1
2229,0
2232,0
2233,1
2234,0
2237,1
2239,1
2240,1
2245,1
2248,0
2251,1
2252,1
2253,1
2258,1
2261,0
2266,1
2269,1
2272,0
2273,1
2277,1
2279,1
2284,1
2285,1
2286,1
2287,1
2290,1
2292,1
2297,0
2300,1
2301,1
2310,0
2312,0
2314,1
2315,1
2320,1
2324,1
2328,1
2330,1
2331,1
2332,1
2336,1
2337,1
2339,1
2341,1
2342,1
2344,0
2345,1
2350,1
2353,1
2354,1
2355,0
2356,1
2357,1
2359,1
2360,1
2363,0
2366,1
2367,0
2368,1
2369,1
2374,1
2375,1
2381,1
2383,1
2388,1
2391,1
2393,0
2394,1
2395,1
2396,1
2403,1
2404,1
2406,1
2407,1
2408,1
2412,1
2418,1
2420,0
2422,1
2433,0
2438,1
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2449,0
2450,1
2451,1
2455,1
2456,1
2457,1
2462,1
2463,1
2469,1
2472,0
2474,1
2476,1
2477,1
2478,1
2479,1
2480,0
2484,1
2485,1
2486,1
2490,1
2496,0
2498,1
2500,0
2505,0
2508,1
2509,1
2511,1
2512,1
2520,1
2523,1
2525,1
2528,1
2532,1
2534,1
2537,1
2538,1
2541,1
2542,1
2546,1
2547,0
2548,1
2549,1
2556,1
2557,1
2561,0
2565,1
2566,0
2567,0
2576,1
2577,1
2579,1
2580,1
2582,1
2586,1
2589,1
2592,1
2594,1
2598,1
2599,1
2600,1
2604,1
2612,0
2613,1
2614,1
2615,1
2617,1
2618,0
2619,1
2620,1
2625,1
2634,0
2638,1
2643,1
2644,0
2647,1
2650,0
2651,1
2652,1
2654,1
2655,1
2657,1
2658,1
2659,1
2666,1
2672,1
2677,1
2678,1
2679,1
2681,1
2683,1
2690,1
2692,1
2693,1
2694,1
2695,1
2697,0
2698,1
2700,0
2703,1
2706,1
2707,1
2711,1
2712,1
2713,1
2716,1
2717,1
2718,0
2719,1
2721,1
2725,1
2727,1
2731,1
2734,1
2735,1
2736,1
2737,1
2739,1
2743,1
2746,1
2748,0
2750,1
2752,1
2753,0
2755,1
2756,0
2758,1
2759,1
2762,1
2764,1
2765,1
2767,1
2768,1
2770,1
2780,0
2787,1
2793,1
2794,1
2795,1
2797,1
2799,1
2801,0
2803,1
2804,1
2805,1
2811,1
2813,1
2816,1
2818,0
2824,1
2825,1
2829,1
2830,1
2832,0
2836,0
2837,1
2838,1
2839,0
2842,1
2848,1
2850,1
2853,1
2855,0
2856,1
2857,1
2858,0
2859,1
2867,1
2870,1
2876,1
2878,1
2879,0
2882,1
2883,1
2890,1
2891,1
2892,1
2894,1
2896,1
2900,0
2901,1
2902,1
2903,0
2905,1
2909,1
2910,1
2912,1
2915,1
2916,1
2918,1
2919,1
2922,1
2923,1
2925,1
2938,1
2943,0
2950,1
2953,1
2957,1
2965,1
2969,1
2972,1
2975,1
2978,1
2981,1
2982,0
2983,1
2984,1
2986,1
2988,1
2991,1
2997,1
2998,1
3000,1
3001,1
3003,1
3009,0
3011,1
3015,1
3016,1
3018,1
3019,1
3020,1
3021,1
3026,1
3027,0
3032,1
3033,1
3034,0
3036,1
3039,1
3041,1
3042,1
3044,1
3058,1
3060,0
3067,1
3068,0
3069,1
3072,0
3074,1
3078,1
3081,1
3084,1
3085,1
3087,0
3088,1
3094,0
3095,1
3096,1
3098,1
3102,0
3103,1
3105,1
3107,0
3109,1
3112,1
3118,1
3122,1
3123,1
3124,1
3129,1
3133,1
3134,1
3135,1
3137,1
3138,1
3139,1
3144,1
3146,1
3147,1
3148,0
3150,1
3152,0
3153,0
3154,0
3158,0
3162,1
3163,1
3180,0
3182,1
3186,0
3187,1
3190,1
3194,1
3195,0
3203,1
3204,0
3205,1
3208,1
3210,1
3211,1
3213,1
3222,0
3223,1
3228,1
3229,1
3231,1
3233,1
3234,1
3241,1
3246,1
3253,1
3254,1
3255,1
3257,1
3258,0
3259,1
3260,1
3266,1
3270,1
3272,1
3275,1
3278,1
3280,1
3281,1
3285,0
3288,1
3292,0
3298,1
3301,1
3303,1
3308,1
3310,1
3312,1
3318,0
3322,1
3323,1
3325,1
3326,1
3328,1
3330,0
3333,1
3334,1
3338,1
3339,1
3341,1
3343,0
3345,1
3346,1
3354,0
3358,1
3360,1
3361,1
3363,1
3365,1
3367,1
3368,1
3371,1
3375,1
3377,0
3380,1
3384,1
3386,1
3387,1
3389,1
3391,1
3393,1
3396,1
3398,1
3409,1
3410,1
3411,1
3413,1
3415,1
3416,1
3423,0
3424,1
3425,1
3427,1
3429,1
3431,1
3433,0
3440,1
3442,1
3444,1
3445,1
3449,1
3450,0
3453,1
3454,1
3455,1
3456,0
3457,1
3464,0
3467,1
3470,1
3471,1
3473,1
3474,1
3476,1
3477,1
3481,1
3488,1
3490,1
3495,1
3501,1
3504,1
3509,1
3510,1
3511,1
3512,1
3516,0
3518,0
3519,1
3522,1
3524,1
3526,1
3527,1
3528,0
3530,1
3531,1
3533,1
3534,1
3537,1
3540,1
3546,1
3549,1
3550,1
3552,1
3556,1
3557,1
3559,1
3562,0
3565,1
3572,0
3573,0
3576,1
3578,1
3585,1
3587,1
3588,1
3589,0
3590,1
3591,1
3592,1
3594,1
3597,1
3600,0
3601,1
3604,1
3605,1
3606,1
3607,0
3612,1
3614,1
3616,1
3618,1
3621,1
3624,1
3625,0
3630,1
3632,1
3636,1
3639,0
3642,1
3643,0
3646,1
3651,0
3657,1
3658,0
3659,1
3660,1
3661,1
3668,1
3669,1
3673,1
3675,1
3680,1
3682,1
3685,1
3694,0
3697,1
3702,1
3703,1
3704,1
3706,1
3712,1
3713,1
3715,1
3717,1
3719,1
3720,1
3721,0
3723,1
3724,0
3726,1
3730,1
3734,1
3740,1
3745,1
3746,1
3755,1
3762,0
3763,0
3764,0
3766,1
3777,1
3779,1
3784,0
3786,1
3788,1
3789,1
3791,1
3800,1
3807,0
3808,0
3813,1
3814,0
3815,1
3816,1
3819,1
3821,1
3822,1
3823,1
3825,1
3828,1
3831,0
3834,0
3836,0
3837,1
3838,0
3839,1
3840,0
3841,1
3842,1
3843,0
3844,1
3849,0
3855,0
3857,0
3864,1
3866,1
3867,0
3868,0
3871,1
3876,1
3879,1
3881,1
3884,1
3891,1
3895,0
3896,1
3897,1
3898,1
3899,1
3900,1
3901,0
3904,1
3905,0
3906,1
3908,1
3909,1
3915,0
3916,1
3917,0
3920,1
3922,1
3923,1
3931,0
3936,1
3937,1
3943,1
3946,1
3948,1
3949,1
3951,0
3955,1
3960,1
3961,1
3962,0
3964,1
3965,1
3968,0
3969,0
3971,1
3974,1
3975,0
3986,1
3987,0
3990,0
3992,1
3996,1
4000,1
4001,0
4004,1
4005,1
4009,1
4011,1
4013,0
4017,1
4022,1
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4031,1
4032,1
4033,1
4034,1
4037,1
4040,1
4041,1
4043,1
4044,0
4045,1
4048,1
4051,1
4052,1
4054,1
4055,1
4059,0
4067,1
4068,1
4078,1
4081,1
4083,0
4085,0
4087,1
4089,1
4090,0
4092,0
4093,1
4099,1
4101,1
4103,1
4105,1
4106,0
4108,1
4110,1
4111,1
4113,1
4115,1
4117,1
4122,1
4123,1
4126,1
4129,1
4131,1
4132,1
4134,1
4139,1
4141,1
4142,1
4149,1
4150,1
4151,1
4152,1
4153,1
4155,1
4157,0
4161,1
4163,0
4164,1
4167,0
4168,0
4172,0
4174,1
4179,0
4181,1
4182,0
4185,1
4189,0
4192,1
4197,1
4198,1
4199,1
4200,1
4201,1
4204,1
4205,1
4210,1
4211,1
4213,1
4214,1
4215,1
4220,0
4222,1
4223,1
4230,1
4236,1
4237,1
4239,0
4249,1
4250,1
4252,1
4259,1
4266,1
4267,1
4270,1
4274,1
4279,1
4283,0
4288,0
4291,1
4292,1
4296,1
4297,1
4299,0
4303,1
4305,1
4308,1
4309,1
4310,1
4313,0
4314,1
4315,1
4317,0
4320,0
4321,1
4326,0
4328,0
4338,1
4339,1
4340,1
4350,1
4351,1
4353,1
4354,1
4355,1
4357,1
4359,1
4360,1
4361,1
4364,1
4365,1
4366,1
4367,1
4373,1
4374,0
4380,1
4381,1
4384,1
4386,1
4387,1
4391,0
4392,0
4393,1
4395,1
4399,1
4405,1
4406,0
4411,1
4417,1
4418,1
4421,1
4425,1
4429,1
4430,1
4433,1
4437,1
4438,1
4439,0
4441,1
4442,1
4444,0
4451,0
4453,1
4454,1
4455,0
4456,1
4457,1
4458,0
4460,1
4462,1
4463,1
4465,0
4466,1
4475,1
4476,1
4479,1
4483,1
4486,1
4490,1
4492,1
4493,1
4500,1
4504,1
4513,1
4515,1
4516,0
4517,1
4519,1
4520,1
4521,1
4522,1
4527,1
4530,1
4531,0
4532,1
4538,1
4539,1
4540,1
4542,1
4544,0
4546,0
4547,1
4557,1
4565,0
4567,1
4568,1
4571,1
4572,1
4575,1
4578,0
4580,0
4584,1
4585,0
4589,1
4591,1
4601,1
4602,1
4605,1
4606,1
4607,1
4610,0
4612,1
4614,1
4615,1
4619,1
4620,1
4622,1
4625,1
4634,0
4636,1
4645,1
4646,1
4648,1
4653,1
4654,0
4655,1
4662,1
4663,1
4664,1
4665,1
4669,1
4673,0
4678,1
4680,1
4681,1
4683,1
4684,1
4685,1
4686,1
4687,1
4692,1
4693,1
4698,1
4702,0
4703,1
4704,1
4705,1
4709,1
4711,1
4713,1
4720,1
4721,1
4729,1
4730,1
4732,1
4735,1
4737,0
4738,1
4744,0
4745,0
4746,1
4751,0
4753,1
4754,1
4756,0
4758,1
4760,1
4762,0
4770,1
4772,1
4773,1
4774,0
4778,0
4781,1
4783,1
4784,0
4787,1
4792,1
4794,1
4795,0
4798,1
4804,1
4806,1
4810,1
4811,1
4812,1
4814,1
4819,1
4822,1
4824,0
4826,1
4827,1
4828,1
4830,1
4831,1
4834,1
4837,1
4838,1
4842,1
4844,1
4850,1
4852,1
4854,1
4855,1
4860,0
4867,0
4868,1
4873,1
4874,0
4875,0
4879,0
4886,1
4891,1
4894,1
4898,1
4899,1
4903,0
4905,0
4906,1
4907,0
4909,1
4912,1
4914,1
4917,1
4920,1
4921,1
4923,0
4929,1
4935,1
4936,1
4939,0
4942,1
4945,1
4946,1
4950,0
4954,1
4956,1
4957,1
4959,1
4962,1
4964,1
4965,0
4967,1
4969,1
4971,1
4973,1
4974,1
4977,1
4978,1
4979,1
4981,1
4983,0
4984,0
4988,1
4990,1
4995,1
4996,1
4999,1
5000,1
5005,1
5013,1
5016,1
5017,1
5019,1
5022,1
5032,1
5035,1
5038,1
5040,1
5050,1
5058,1
5062,0
5063,1
5067,0
5074,1
5075,1
5076,1
5081,0
5082,1
5083,1
5086,1
5088,1
5096,0
5098,1
5100,1
5102,1
5105,1
5110,1
5111,0
5113,1
5117,1
5118,1
5119,1
5120,1
5121,1
5122,1
5124,1
5125,1
5126,0
5131,1
5134,0
5136,1
5140,1
5141,1
5142,0
5146,1
5154,1
5156,1
5166,1
5169,1
5171,1
5172,1
5174,0
5175,1
5178,1
5181,1
5189,1
5191,1
5196,1
5201,1
5205,0
5206,1
5209,1
5212,0
5214,1
5215,0
5219,1
5221,1
5226,0
5228,1
5229,1
5234,1
5235,1
5237,1
5239,1
5242,0
5244,1
5247,0
5250,1
5251,1
5253,1
5257,0
5258,1
5259,1
5262,1
5265,1
5276,1
5277,1
5278,1
5286,1
5288,1
5290,1
5292,1
5298,1
5300,1
5301,0
5307,1
5314,0
5315,1
5316,0
5322,1
5327,1
5335,0
5340,1
5341,0
5342,1
5344,1
5345,1
5346,1
5347,1
5349,0
5354,1
5357,1
5358,1
5361,0
5362,1
5363,1
5364,1
5365,1
5370,1
5371,0
5373,0
5375,1
5376,1
5377,0
5379,1
5381,1
5384,0
5390,1
5393,1
5394,1
5402,1
5404,1
5410,1
5412,1
5415,1
5416,1
5417,1
5421,1
5426,1
5430,1
5431,1
5438,0
5440,0
5443,1
5445,1
5446,1
5449,1
5454,0
5455,1
5458,1
5462,1
5464,1
5471,1
5474,1
5476,1
5479,0
5488,1
5494,0
5501,1
5504,1
5506,1
5508,1
5511,1
5514,0
5517,1
5523,1
5529,1
5532,1
5533,1
5534,1
5537,0
5540,0
5543,1
5548,1
5551,1
5552,0
5553,1
5556,1
5558,0
5560,0
5562,0
5563,0
5564,1
5565,1
5567,1
5568,1
5570,0
5572,1
5573,0
5576,0
5577,1
5579,1
5584,1
5585,0
5586,1
5587,1
5593,1
5596,0
5599,1
5601,1
5602,0
5605,1
5606,1
5608,1
5609,1
5612,1
5614,1
5615,1
5617,1
5620,1
5623,1
5625,1
5626,1
5627,1
5629,1
5630,1
5633,0
5634,1
5636,1
5638,1
5639,1
5641,1
5646,1
5647,0
5649,1
5650,1
5651,1
5652,1
5653,0
5656,1
5660,1
5661,0
5668,1
5673,1
5679,1
5681,0
5685,1
5687,1
5689,1
5700,1
5701,1
5702,1
5706,1
5712,1
5716,1
5721,0
5726,1
5730,1
5732,1
5733,1
5734,1
5742,1
5743,1
5757,1
5766,1
5770,1
5776,0
5777,1
5779,1
5785,1
5789,1
5791,1
5792,1
5793,1
5794,1
5796,1
5798,0
5800,1
5801,0
5806,1
5808,1
5809,1
5810,1
5813,0
5818,0
5825,1
5828,1
5829,1
5830,0
5832,1
5836,1
5837,1
5839,0
5840,1
5842,0
5843,1
5845,1
5846,0
5847,1
5850,1
5853,1
5858,1
5861,0
5867,1
5870,0
5873,0
5874,1
5876,1
5882,0
5884,1
5885,1
5886,1
5887,0
5888,1
5894,1
5897,1
5903,1
5906,1
5908,1
5909,1
5913,1
5915,1
5916,1
5917,1
5918,1
5920,1
5924,1
5927,1
5929,0
5932,1
5941,1
5944,1
5946,1
5947,1
5949,1
5950,0
5952,0
5961,1
5962,0
5965,1
5968,1
5970,0
5971,1
5974,1
5975,1
5977,1
5980,0
5983,1
5985,1
5986,1
5987,1
5988,1
5989,1
5991,1
5994,1
5996,1
6000,1
6002,1
6003,1
6006,1
6007,1
6008,1
6010,1
6011,1
6012,1
6014,1
6017,1
6018,1
6020,0
6021,1
6022,1
6024,1
6025,1
6028,0
6032,1
6033,0
6036,1
6039,1
6041,1
6048,1
6050,1
6053,1
6056,1
6058,1
6062,1
6064,0
6065,1
6068,1
6069,1
6070,1
6071,1
6072,1
6073,0
6074,0
6079,0
6081,1
6082,1
6088,0
6091,0
6094,0
6101,1
6103,1
6104,0
6105,1
6107,1
6110,1
6111,1
6112,1
6113,1
6117,1
6119,1
6121,1
6129,0
6130,1
6137,1
6143,1
6144,1
6148,1
6150,1
6152,1
6153,0
6155,1
6157,1
6160,1
6162,0
6163,1
6165,1
6166,1
6174,0
6179,1
6183,0
6184,1
6187,1
6191,1
6192,1
6198,1
6199,1
6200,1
6202,1
6203,0
6206,1
6208,1
6210,1
6211,1
6217,1
6228,1
6236,0
6237,1
6238,1
6239,1
6249,1
6250,1
6253,1
6256,1
6257,1
6260,1
6262,0
6264,0
6268,1
6270,1
6272,0
6274,0
6278,1
6280,1
6285,1
6286,1
6288,1
6293,1
6294,1
6299,1
6300,1
6302,1
6305,1
6306,1
6308,1
6313,1
6315,1
6321,1
6323,1
6325,1
6326,1
6331,1
6332,1
6334,0
6335,0
6336,1
6337,1
6339,1
6344,1
6345,1
6346,1
6349,1
6350,1
6352,1
6353,1
6355,1
6356,1
6357,0
6364,1
6366,1
6367,1
6369,0
6370,0
6373,1
6377,1
6378,0
6380,1
6381,1
6383,1
6384,1
6386,1
6393,1
6396,1
6398,0
6399,1
6400,1
6405,0
6406,1
6415,1
6416,0
6417,1
6418,1
6419,1
6421,1
6424,1
6430,0
6431,0
6432,1
6435,1
6436,1
6439,1
6441,1
6446,0
6447,0
6450,1
6451,1
6452,1
6454,1
6455,1
6456,1
6461,0
6462,1
6463,1
6464,1
6467,1
6468,1
6470,1
6471,1
6472,1
6474,1
6476,1
6479,1
6482,0
6486,1
6487,1
6488,1
6490,0
6491,1
6496,0
6498,0
6500,1
6502,1
6503,1
6505,1
6506,1
6507,1
6508,1
6509,1
6515,1
6519,1
6522,1
6524,1
6528,1
6531,1
6532,1
6539,1
6547,0
6550,1
6552,1
6555,1
6556,1
6558,1
6562,0
6563,1
6565,0
6571,0
6574,1
6575,1
6580,1
6581,1
6587,1
6588,1
6589,1
6590,1
6591,1
6594,1
6597,0
6598,1
6601,0
6603,1
6607,1
6608,1
6612,1
6616,1
6618,1
6619,1
6626,0
6628,1
6632,0
6633,1
6634,1
6635,1
6636,1
6639,1
6640,1
6642,1
6644,1
6646,0
6649,1
6651,0
6654,1
6661,1
6662,0
6664,1
6668,0
6669,1
6674,1
6676,1
6677,1
6681,1
6683,1
6684,0
6689,1
6690,0
6696,1
6701,0
6705,1
6706,1
6707,1
6708,1
6710,1
6711,1
6712,1
6713,1
6714,1
6715,1
6716,1
6718,1
6719,1
6720,1
6721,0
6726,1
6729,1
6730,1
6731,1
6735,1
6742,0
6746,1
6748,1
6749,1
6750,1
6751,1
6752,1
6754,1
6757,1
6758,1
6762,0
6773,1
6774,1
6777,0
6783,1
6790,1
6791,1
6796,1
6797,0
6799,1
6800,1
6801,1
6803,1
6805,1
6807,0
6808,1
6811,1
6812,1
6814,1
6815,1
6816,1
6817,0
6818,1
6819,1
6822,1
6823,1
6827,0
6828,0
6829,1
6830,1
6833,1
6836,1
6838,1
6839,1
6841,1
6842,1
6844,1
6847,0
6853,1
6854,0
6856,1
6859,1
6860,1
6861,1
6863,1
6864,0
6873,1
6879,0
6881,0
6886,1
6889,1
6891,1
6893,0
6894,1
6896,0
6898,1
6913,1
6916,1
6917,1
6918,1
6919,1
6926,1
6929,1
6933,1
6934,1
6935,1
6938,1
6940,1
6945,1
6946,1
6947,1
6950,1
6954,1
6956,1
6959,1
6960,1
6962,1
6964,0
6965,1
6966,1
6970,1
6971,1
6973,1
6974,0
6975,1
6976,1
6977,1
6979,1
6980,0
6983,1
6984,1
6990,1
6993,1
6996,0
6997,0
6999,1
7000,1
7001,1
7007,1
7008,1
7009,1
7013,1
7014,1
7015,1
7016,1
7018,1
7020,0
7024,0
7025,1
7026,1
7027,1
7029,1
7030,1
7033,1
7035,1
7037,1
7044,0
7045,1
7048,0
7055,0
7058,1
7059,1
7062,1
7063,1
7066,1
7069,1
7072,0
7073,1
7074,1
7076,1
7078,1
7080,1
7081,0
7082,1
7087,0
7088,1
7089,1
7092,1
7094,1
7095,1
7099,0
7103,0
7111,1
7115,1
7116,1
7123,1
7124,1
7127,1
7128,1
7129,1
7133,1
7148,1
7149,1
7152,0
7153,1
7154,1
7155,1
7158,1
7161,1
7164,1
7166,1
7172,1
7173,1
7174,1
7178,1
7180,0
7184,0
7198,1
7199,1
7200,1
7201,1
7202,1
7203,1
7204,1
7206,0
7212,0
7218,1
7220,1
7225,1
7230,0
7232,1
7234,0
7238,1
7242,0
7245,1
7247,1
7250,0
7255,1
7257,1
7258,1
7264,1
7265,1
7266,0
7268,0
7270,1
7273,1
7279,1
7285,1
7294,0
7295,0
7296,0
7297,1
7299,1
7300,1
7301,0
7303,1
7306,0
7313,0
7317,0
7322,1
7323,0
7324,1
7325,1
7327,1
7329,1
7330,1
7331,1
7336,1
7341,0
7344,1
7345,0
7346,0
7352,1
7353,1
7356,1
7359,1
7366,0
7367,1
7370,1
7371,1
7372,1
7376,1
7380,1
7383,1
7384,1
7386,1
7387,0
7390,1
7394,1
7399,0
7400,1
7402,1
7403,1
7407,1
7409,1
7418,0
7421,0
7422,1
7423,1
7425,1
7428,1
7429,1
7433,1
7438,1
7441,1
7442,1
7447,1
7451,1
7454,1
7462,1
7465,1
7467,0
7471,1
7474,0
7475,0
7478,1
7480,1
7481,1
7483,1
7484,0
7491,1
7493,0
7494,1
7496,0
7499,1
7501,1
7504,0
7507,1
7512,1
7514,1
7522,1
7523,1
7525,1
7534,1
7536,1
7540,1
7544,1
7545,1
7552,1
7557,1
7558,1
7559,0
7560,1
7561,1
7562,1
7564,1
7571,1
7576,1
7579,1
7580,1
