user_id,correct,wrong,passed,correct_ratio,hours
634,8.0,1.0,2,0.8888888888888888,0.0
635,3.0,0.0,13,1.0,15.2
637,9.0,8.0,1,0.5294117647058824,0.0
638,9.0,4.0,25,0.6923076923076923,2.5
643,2.0,0.0,4,1.0,0.0
644,2.0,1.0,6,0.6666666666666666,0.1
645,7.0,10.0,41,0.4117647058823529,4.6
648,1.0,8.0,6,0.1111111111111111,0.6
651,4.0,6.0,42,0.4,27.4
653,2.0,2.0,6,0.5,0.0
655,9.0,4.0,29,0.6923076923076923,25.4
657,1.0,2.0,10,0.3333333333333333,32.1
660,2.0,0.0,10,1.0,2.0
661,5.0,1.0,2,0.8333333333333334,0.0
665,3.0,4.0,9,0.42857142857142855,1.7
667,1.0,0.0,2,1.0,3.1
669,2.0,0.0,9,1.0,14.4
673,2.0,0.0,9,1.0,0.3
675,36.0,33.0,90,0.5217391304347826,42.1
676,7.0,1.0,22,0.875,47.8
677,5.0,1.0,18,0.8333333333333334,47.4
678,8.0,10.0,24,0.4444444444444444,27.4
679,5.0,6.0,13,0.45454545454545453,10.3
681,2.0,1.0,8,0.6666666666666666,0.7
682,2.0,1.0,6,0.6666666666666666,0.0
685,3.0,4.0,11,0.42857142857142855,26.3
686,5.0,6.0,22,0.45454545454545453,8.1
687,2.0,0.0,10,1.0,0.2
689,5.0,7.0,26,0.4166666666666667,25.0
691,2.0,7.0,9,0.2222222222222222,7.5
692,2.0,3.0,12,0.4,0.4
694,2.0,4.0,10,0.3333333333333333,17.1
695,2.0,1.0,10,0.6666666666666666,0.2
697,7.0,15.0,22,0.3181818181818182,4.5
698,8.0,11.0,20,0.42105263157894735,13.6
699,9.0,18.0,21,0.3333333333333333,8.2
701,3.0,1.0,13,0.75,4.1
702,9.0,1.0,30,0.9,47.7
703,2.0,0.0,10,1.0,6.4
707,2.0,1.0,2,0.6666666666666666,0.0
708,2.0,0.0,9,1.0,0.0
709,20.0,4.0,51,0.8333333333333334,48.0
710,25.0,35.0,69,0.4166666666666667,24.0
713,25.0,46.0,57,0.352112676056338,47.9
716,8.0,3.0,24,0.7272727272727273,1.4
717,2.0,0.0,10,1.0,0.1
721,24.0,12.0,98,0.6666666666666666,6.2
722,2.0,1.0,6,0.6666666666666666,0.1
724,11.0,8.0,34,0.5789473684210527,29.9
727,4.0,0.0,14,1.0,8.6
729,2.0,1.0,8,0.6666666666666666,0.1
732,4.0,1.0,15,0.8,0.9
735,12.0,12.0,41,0.5,48.0
738,7.0,11.0,25,0.3888888888888889,44.9
740,8.0,5.0,25,0.6153846153846154,23.9
743,2.0,3.0,2,0.4,0.0
752,33.0,42.0,76,0.44,47.9
753,2.0,0.0,8,1.0,0.0
755,6.0,73.0,22,0.0759493670886076,21.6
756,2.0,7.0,13,0.2222222222222222,9.2
759,6.0,6.0,19,0.5,16.5
763,1.0,1.0,7,0.5,19.4
764,9.0,2.0,25,0.8181818181818182,1.3
766,9.0,3.0,27,0.75,1.9
767,2.0,0.0,11,1.0,0.3
768,2.0,0.0,7,1.0,2.3
769,2.0,0.0,6,1.0,0.0
771,11.0,12.0,34,0.4782608695652174,29.8
773,2.0,0.0,11,1.0,0.5
774,2.0,1.0,7,0.6666666666666666,33.0
775,1.0,4.0,4,0.2,0.1
777,2.0,0.0,6,1.0,0.2
778,19.0,3.0,53,0.8636363636363636,48.0
780,2.0,0.0,10,1.0,0.2
781,8.0,3.0,23,0.7272727272727273,2.6
782,2.0,0.0,12,1.0,3.3
783,4.0,3.0,16,0.5714285714285714,32.4
785,16.0,2.0,40,0.8888888888888888,30.0
790,9.0,1.0,25,0.9,26.0
791,47.0,20.0,116,0.7014925373134329,48.0
793,9.0,14.0,25,0.391304347826087,1.4
795,2.0,1.0,14,0.6666666666666666,0.3
797,6.0,15.0,21,0.2857142857142857,26.6
798,4.0,2.0,9,0.6666666666666666,4.0
799,1.0,0.0,11,1.0,15.9
802,2.0,0.0,8,1.0,0.0
803,3.0,2.0,3,0.6,0.7
808,9.0,36.0,36,0.2,3.7
809,37.0,17.0,96,0.6851851851851852,39.2
811,2.0,0.0,8,1.0,0.1
812,5.0,8.0,17,0.38461538461538464,0.6
815,9.0,1.0,24,0.9,2.0
816,7.0,16.0,20,0.30434782608695654,44.1
819,7.0,0.0,16,1.0,1.1
822,18.0,29.0,49,0.3829787234042553,45.5
823,2.0,0.0,12,1.0,0.2
824,30.0,52.0,70,0.36585365853658536,42.7
825,2.0,1.0,12,0.6666666666666666,1.1
826,8.0,4.0,24,0.6666666666666666,17.3
827,13.0,6.0,36,0.6842105263157895,43.9
828,1.0,0.0,11,1.0,16.8
830,2.0,0.0,9,1.0,0.1
831,17.0,18.0,41,0.4857142857142857,46.5
833,4.0,0.0,16,1.0,0.6
834,9.0,1.0,25,0.9,26.0
836,5.0,1.0,17,0.8333333333333334,1.7
838,8.0,19.0,24,0.2962962962962963,22.1
839,3.0,0.0,13,1.0,2.7
840,8.0,0.0,2,1.0,0.0
841,9.0,7.0,33,0.5625,48.0
847,2.0,0.0,10,1.0,0.1
849,4.0,5.0,7,0.4444444444444444,39.3
851,2.0,0.0,8,1.0,0.1
852,2.0,0.0,10,1.0,0.1
853,2.0,0.0,10,1.0,0.1
854,8.0,8.0,28,0.5,45.3
856,2.0,2.0,8,0.5,0.1
863,2.0,0.0,11,1.0,26.7
865,9.0,89.0,16,0.09183673469387756,47.9
866,9.0,2.0,4,0.8181818181818182,0.0
867,2.0,2.0,2,0.5,0.0
868,1.0,0.0,4,1.0,43.1
871,0.0,1.0,0,0.0,0.0
873,12.0,24.0,36,0.3333333333333333,45.1
875,2.0,10.0,12,0.16666666666666666,0.6
876,2.0,1.0,9,0.6666666666666666,0.1
883,14.0,16.0,41,0.4666666666666667,27.5
888,8.0,4.0,24,0.6666666666666666,31.5
890,8.0,8.0,29,0.5,47.7
892,8.0,8.0,2,0.5,30.6
893,3.0,5.0,13,0.375,25.5
899,12.0,14.0,33,0.46153846153846156,47.5
902,10.0,7.0,28,0.5882352941176471,43.9
903,2.0,0.0,10,1.0,2.6
906,4.0,0.0,16,1.0,6.8
908,2.0,10.0,8,0.16666666666666666,0.7
909,24.0,16.0,55,0.6,37.9
910,2.0,1.0,12,0.6666666666666666,0.4
911,42.0,11.0,93,0.7924528301886793,42.0
915,35.0,16.0,88,0.6862745098039216,48.0
919,1.0,0.0,10,1.0,0.3
921,2.0,2.0,17,0.5,24.8
922,4.0,2.0,15,0.6666666666666666,41.5
927,19.0,4.0,53,0.8260869565217391,47.0
928,2.0,0.0,12,1.0,3.6
931,15.0,14.0,40,0.5172413793103449,45.1
934,2.0,0.0,11,1.0,1.1
938,2.0,6.0,2,0.25,0.2
939,2.0,0.0,9,1.0,13.7
940,17.0,7.0,49,0.7083333333333334,44.7
942,7.0,5.0,26,0.5833333333333334,2.0
943,1.0,0.0,4,1.0,0.0
944,10.0,13.0,30,0.43478260869565216,7.4
947,2.0,0.0,9,1.0,1.9
948,2.0,0.0,8,1.0,1.1
949,1.0,0.0,1,1.0,0.1
954,8.0,11.0,28,0.42105263157894735,27.8
956,2.0,0.0,8,1.0,0.0
958,12.0,17.0,7,0.41379310344827586,0.0
963,25.0,55.0,56,0.3125,25.4
965,23.0,38.0,8,0.3770491803278688,0.1
968,16.0,25.0,42,0.3902439024390244,32.1
969,7.0,2.0,19,0.7777777777777778,25.0
975,3.0,2.0,32,0.6,29.4
978,13.0,52.0,47,0.2,39.5
981,2.0,2.0,6,0.5,0.1
983,16.0,23.0,41,0.41025641025641024,26.4
984,2.0,3.0,2,0.4,0.2
985,8.0,1.0,19,0.8888888888888888,0.5
986,2.0,2.0,2,0.5,0.0
989,8.0,2.0,28,0.8,48.0
990,2.0,0.0,6,1.0,4.4
991,6.0,4.0,18,0.6,8.0
994,12.0,49.0,35,0.19672131147540983,29.4
995,0.0,1.0,2,0.0,47.3
996,8.0,2.0,23,0.8,47.9
998,0.0,1.0,0,0.0,0.0
1000,27.0,8.0,53,0.7714285714285715,34.7
1001,3.0,2.0,13,0.6,0.6
1004,7.0,2.0,6,0.7777777777777778,4.5
1009,2.0,0.0,12,1.0,13.0
1011,2.0,0.0,10,1.0,0.1
1013,4.0,0.0,14,1.0,0.4
1015,2.0,0.0,9,1.0,0.1
1018,3.0,2.0,13,0.6,1.0
1020,3.0,3.0,15,0.5,20.8
1024,15.0,23.0,37,0.39473684210526316,33.2
1026,8.0,11.0,9,0.42105263157894735,46.7
1027,28.0,32.0,65,0.4666666666666667,38.5
1028,19.0,8.0,50,0.7037037037037037,46.2
1029,0.0,3.0,0,0.0,0.2
1031,7.0,3.0,22,0.7,34.9
1032,7.0,10.0,22,0.4117647058823529,10.6
1033,9.0,1.0,29,0.9,30.2
1034,13.0,30.0,36,0.3023255813953488,47.3
1036,2.0,1.0,7,0.6666666666666666,0.0
1038,7.0,3.0,5,0.7,0.3
1046,17.0,8.0,8,0.68,44.8
1047,18.0,20.0,1,0.47368421052631576,0.0
1048,2.0,0.0,8,1.0,0.0
1058,9.0,4.0,27,0.6923076923076923,46.5
1064,6.0,1.0,14,0.8571428571428571,2.3
1065,2.0,0.0,11,1.0,0.1
1066,8.0,0.0,24,1.0,11.8
1067,10.0,5.0,31,0.6666666666666666,34.8
1074,70.0,76.0,1,0.4794520547945205,0.0
1075,2.0,0.0,8,1.0,0.0
1076,2.0,0.0,10,1.0,23.2
1077,2.0,0.0,6,1.0,0.0
1078,8.0,5.0,40,0.6153846153846154,39.6
1080,8.0,36.0,24,0.18181818181818182,2.3
1081,2.0,0.0,9,1.0,0.1
1082,17.0,8.0,44,0.68,46.4
1088,13.0,19.0,38,0.40625,22.8
1089,10.0,28.0,31,0.2631578947368421,7.2
1090,3.0,1.0,1,0.75,0.0
1091,7.0,7.0,2,0.5,0.0
1093,2.0,0.0,9,1.0,3.7
1096,2.0,0.0,11,1.0,0.2
1103,1.0,1.0,9,0.5,0.0
1104,2.0,1.0,12,0.6666666666666666,8.1
1105,9.0,2.0,1,0.8181818181818182,0.0
1107,9.0,1.0,24,0.9,1.4
1110,2.0,0.0,10,1.0,0.1
1111,2.0,1.0,6,0.6666666666666666,0.0
1112,2.0,1.0,12,0.6666666666666666,10.5
1113,7.0,2.0,20,0.7777777777777778,2.0
1121,2.0,0.0,2,1.0,24.2
1122,7.0,7.0,28,0.5,6.9
1123,2.0,0.0,8,1.0,0.1
1126,8.0,15.0,27,0.34782608695652173,28.2
1128,12.0,6.0,34,0.6666666666666666,48.0
1130,10.0,15.0,132,0.4,24.2
1139,24.0,8.0,62,0.75,30.9
1140,2.0,0.0,12,1.0,11.2
1142,8.0,0.0,25,1.0,15.9
1144,8.0,4.0,24,0.6666666666666666,26.1
1146,14.0,26.0,37,0.35,39.4
1148,2.0,0.0,8,1.0,33.6
1150,13.0,4.0,72,0.7647058823529411,27.1
1151,37.0,26.0,90,0.5873015873015873,42.4
1155,2.0,1.0,10,0.6666666666666666,24.4
1160,0.0,1.0,0,0.0,0.1
1161,8.0,6.0,24,0.5714285714285714,1.6
1162,8.0,10.0,17,0.4444444444444444,28.5
1163,28.0,65.0,65,0.3010752688172043,30.4
1165,9.0,1.0,25,0.9,0.2
1167,8.0,2.0,24,0.8,1.1
1168,1.0,0.0,20,1.0,1.4
1169,3.0,0.0,22,1.0,18.2
1172,9.0,2.0,30,0.8181818181818182,2.2
1173,15.0,8.0,22,0.6521739130434783,30.9
1174,2.0,0.0,18,1.0,37.4
1178,19.0,51.0,49,0.2714285714285714,41.5
1179,1.0,0.0,13,1.0,0.8
1183,2.0,2.0,10,0.5,22.6
1184,2.0,0.0,1,1.0,0.0
1185,2.0,0.0,12,1.0,22.3
1186,2.0,0.0,12,1.0,0.2
1188,10.0,3.0,31,0.7692307692307693,38.0
1189,13.0,6.0,31,0.6842105263157895,26.4
1190,2.0,0.0,10,1.0,19.7
1193,5.0,1.0,13,0.8333333333333334,47.9
1194,1.0,5.0,11,0.16666666666666666,4.6
1196,2.0,0.0,12,1.0,6.4
1199,6.0,14.0,15,0.3,23.8
1201,7.0,3.0,2,0.7,0.0
1206,1.0,0.0,8,1.0,0.0
1207,6.0,13.0,19,0.3157894736842105,40.4
1208,20.0,13.0,55,0.6060606060606061,13.1
1210,2.0,0.0,9,1.0,44.5
1213,2.0,0.0,6,1.0,0.1
1215,7.0,9.0,20,0.4375,0.8
1218,9.0,4.0,28,0.6923076923076923,47.4
1221,2.0,1.0,10,0.6666666666666666,0.1
1222,2.0,0.0,10,1.0,0.1
1224,7.0,8.0,4,0.4666666666666667,18.0
1227,3.0,1.0,11,0.75,8.3
1231,2.0,4.0,1,0.3333333333333333,0.0
1234,2.0,0.0,10,1.0,0.1
1235,4.0,0.0,14,1.0,2.3
1236,9.0,4.0,25,0.6923076923076923,10.3
1239,8.0,1.0,23,0.8888888888888888,33.6
1247,2.0,0.0,1,1.0,0.0
1248,2.0,0.0,8,1.0,0.9
1249,2.0,1.0,10,0.6666666666666666,0.1
1258,1.0,1.0,3,0.5,0.1
1260,2.0,0.0,10,1.0,0.1
1261,16.0,7.0,40,0.6956521739130435,48.0
1264,9.0,10.0,28,0.47368421052631576,3.2
1270,14.0,19.0,24,0.42424242424242425,43.5
1272,8.0,1.0,27,0.8888888888888888,25.7
1277,2.0,0.0,10,1.0,0.3
1278,8.0,4.0,24,0.6666666666666666,43.3
1281,3.0,0.0,10,1.0,0.0
1282,2.0,0.0,11,1.0,0.1
1284,23.0,12.0,58,0.6571428571428571,37.5
1290,8.0,12.0,23,0.4,47.9
1295,1.0,4.0,9,0.2,47.0
1297,8.0,0.0,24,1.0,2.8
1300,9.0,13.0,25,0.4090909090909091,2.9
1301,7.0,1.0,1,0.875,0.0
1304,9.0,0.0,15,1.0,1.1
1305,19.0,10.0,51,0.6551724137931034,47.2
1310,1.0,0.0,20,1.0,1.5
1312,11.0,34.0,33,0.24444444444444444,48.0
1315,2.0,0.0,9,1.0,16.8
1316,18.0,47.0,64,0.27692307692307694,47.9
1318,37.0,14.0,93,0.7254901960784313,47.7
1321,0.0,2.0,0,0.0,0.2
1324,2.0,0.0,11,1.0,0.7
1326,3.0,1.0,7,0.75,0.0
1327,12.0,4.0,34,0.75,36.4
1328,18.0,1.0,49,0.9473684210526315,45.8
1329,34.0,16.0,92,0.68,45.3
1330,9.0,3.0,27,0.75,19.9
1331,2.0,0.0,9,1.0,0.1
1337,2.0,1.0,9,0.6666666666666666,0.4
1342,19.0,10.0,48,0.6551724137931034,24.3
1343,2.0,0.0,11,1.0,45.0
1344,1.0,0.0,5,1.0,1.0
1351,13.0,35.0,47,0.2708333333333333,25.4
1352,8.0,16.0,3,0.3333333333333333,7.2
1355,10.0,10.0,36,0.5,1.8
1361,60.0,118.0,161,0.33707865168539325,3.8
1363,2.0,1.0,14,0.6666666666666666,8.7
1368,2.0,0.0,4,1.0,0.0
1376,2.0,1.0,7,0.6666666666666666,0.0
1380,2.0,0.0,7,1.0,0.0
1382,4.0,1.0,14,0.8,44.7
1386,2.0,3.0,13,0.4,0.1
1389,2.0,1.0,10,0.6666666666666666,0.1
1391,2.0,0.0,10,1.0,23.9
1393,2.0,0.0,10,1.0,1.6
1394,2.0,1.0,6,0.6666666666666666,0.0
1396,4.0,3.0,16,0.5714285714285714,0.8
1398,6.0,0.0,19,1.0,16.5
1401,8.0,15.0,31,0.34782608695652173,43.6
1404,2.0,1.0,12,0.6666666666666666,0.0
1406,8.0,9.0,3,0.47058823529411764,0.0
1408,8.0,7.0,24,0.5333333333333333,14.1
1409,13.0,51.0,36,0.203125,47.9
1415,6.0,2.0,22,0.75,0.3
1418,29.0,50.0,61,0.3670886075949367,5.4
1422,2.0,0.0,12,1.0,42.6
1423,2.0,0.0,10,1.0,41.7
1424,0.0,1.0,0,0.0,0.0
1430,2.0,0.0,10,1.0,24.1
1433,3.0,9.0,14,0.25,48.0
1446,2.0,0.0,10,1.0,21.8
1447,13.0,1.0,35,0.9285714285714286,24.9
1448,2.0,4.0,9,0.3333333333333333,0.2
1451,2.0,0.0,10,1.0,1.2
1456,2.0,2.0,9,0.5,0.1
1467,13.0,11.0,36,0.5416666666666666,47.9
1468,20.0,95.0,44,0.17391304347826086,31.1
1470,3.0,1.0,12,0.75,0.3
1473,2.0,0.0,10,1.0,0.1
1474,5.0,12.0,12,0.29411764705882354,1.5
1475,2.0,0.0,8,1.0,0.3
1479,2.0,0.0,7,1.0,0.0
1480,2.0,2.0,12,0.5,0.1
1481,1.0,0.0,5,1.0,0.1
1483,1.0,0.0,1,1.0,0.1
1484,2.0,0.0,8,1.0,0.1
1487,2.0,0.0,11,1.0,0.3
1493,2.0,0.0,11,1.0,43.1
1495,5.0,11.0,15,0.3125,13.4
1496,2.0,0.0,12,1.0,3.5
1497,2.0,0.0,8,1.0,0.0
1498,33.0,48.0,101,0.4074074074074074,28.8
1499,0.0,3.0,6,0.0,29.9
1503,9.0,3.0,27,0.75,47.8
1509,3.0,0.0,13,1.0,0.8
1511,4.0,3.0,11,0.5714285714285714,0.2
1513,28.0,75.0,65,0.27184466019417475,15.1
1516,8.0,2.0,24,0.8,3.7
1517,5.0,2.0,10,0.7142857142857143,18.9
1518,17.0,27.0,44,0.38636363636363635,43.7
1519,2.0,0.0,12,1.0,13.1
